uid,date,paid,group
556f391937dfd4398cbac35e050a2177,2015-04-08,0,a
556f391937dfd4398cbac35e050a2177,2015-04-09,0,a
f1b6f2857fb6d44dd73c7041e0aa0f19,2015-03-08,0.8,c
f1b6f2857fb6d44dd73c7041e0aa0f19,2015-03-09,0.8,c
f1b6f2857fb6d44dd73c7041e0aa0f19,2015-03-08,0.8,c
a8849b052492b5106526b2331e526138,2015-03-11,0.8,c
a8849b052492b5106526b2331e526138,2015-03-12,0.8,c
a8849b052492b5106526b2331e526138,2015-03-13,0.8,c
a8849b052492b5106526b2331e526138,2015-03-14,0.8,c
a8849b052492b5106526b2331e526138,2015-03-15,0.8,c
a8849b052492b5106526b2331e526138,2015-03-16,0.8,c
a8849b052492b5106526b2331e526138,2015-03-17,0.8,c
a8849b052492b5106526b2331e526138,2015-03-18,0.8,c
a8849b052492b5106526b2331e526138,2015-03-19,0.8,c
a8849b052492b5106526b2331e526138,2015-03-20,0.8,c
a8849b052492b5106526b2331e526138,2015-03-21,0.8,c
a8849b052492b5106526b2331e526138,2015-03-22,0.8,c
a8849b052492b5106526b2331e526138,2015-03-23,0.8,c
a8849b052492b5106526b2331e526138,2015-03-24,0.8,c
a8849b052492b5106526b2331e526138,2015-03-25,0.8,c
a8849b052492b5106526b2331e526138,2015-03-26,0.8,c
a8849b052492b5106526b2331e526138,2015-03-27,0.8,c
a8849b052492b5106526b2331e526138,2015-03-28,0.8,c
a8849b052492b5106526b2331e526138,2015-03-29,0.8,c
a8849b052492b5106526b2331e526138,2015-03-30,0.8,c
a8849b052492b5106526b2331e526138,2015-03-31,0.8,c
a8849b052492b5106526b2331e526138,2015-04-01,0.8,c
a8849b052492b5106526b2331e526138,2015-04-02,0.8,c
a8849b052492b5106526b2331e526138,2015-04-03,0.8,c
a8849b052492b5106526b2331e526138,2015-04-04,0.8,c
a8849b052492b5106526b2331e526138,2015-04-05,0.8,c
a8849b052492b5106526b2331e526138,2015-04-06,0.8,c
a8849b052492b5106526b2331e526138,2015-04-07,0.8,c
a8849b052492b5106526b2331e526138,2015-04-08,0.8,c
d67d8ab4f4c10bf22aa353e27879133c,2015-03-08,5,a
d67d8ab4f4c10bf22aa353e27879133c,2015-03-09,0,a
d67d8ab4f4c10bf22aa353e27879133c,2015-03-10,0,a
d67d8ab4f4c10bf22aa353e27879133c,2015-03-11,0,a
d67d8ab4f4c10bf22aa353e27879133c,2015-03-12,0,a
d67d8ab4f4c10bf22aa353e27879133c,2015-03-13,0,a
d67d8ab4f4c10bf22aa353e27879133c,2015-03-14,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-07,5,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-08,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-09,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-10,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-11,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-12,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-13,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-14,5,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-15,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-16,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-17,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-18,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-19,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-20,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-21,5,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-22,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-23,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-24,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-25,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-26,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-27,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-28,5,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-30,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-03-31,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-04-01,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-04-02,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-04-03,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-04-04,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-04-05,5,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-04-06,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-04-07,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-04-08,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-04-09,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-04-10,0,a
fa83a11a198d5a7f0bf77a1987bcd006,2015-04-11,0,a
49ae49a23f67c759bf4fc791ba842aa2,2015-03-06,5,a
49ae49a23f67c759bf4fc791ba842aa2,2015-03-07,0,a
49ae49a23f67c759bf4fc791ba842aa2,2015-03-08,0,a
49ae49a23f67c759bf4fc791ba842aa2,2015-03-09,0,a
49ae49a23f67c759bf4fc791ba842aa2,2015-03-10,0,a
49ae49a23f67c759bf4fc791ba842aa2,2015-03-11,0,a
49ae49a23f67c759bf4fc791ba842aa2,2015-03-12,0,a
1fc214004c9481e4c8073e85323bfd4b,2015-03-06,5,a
1fc214004c9481e4c8073e85323bfd4b,2015-03-07,0,a
1fc214004c9481e4c8073e85323bfd4b,2015-03-08,0,a
1fc214004c9481e4c8073e85323bfd4b,2015-03-09,0,a
1fc214004c9481e4c8073e85323bfd4b,2015-03-10,0,a
1fc214004c9481e4c8073e85323bfd4b,2015-03-11,0,a
1fc214004c9481e4c8073e85323bfd4b,2015-03-12,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-07,5,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-08,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-09,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-10,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-11,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-12,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-13,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-14,5,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-15,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-16,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-17,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-18,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-19,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-20,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-21,5,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-22,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-23,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-24,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-25,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-26,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-27,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-28,5,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-29,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-30,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-03-31,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-04-01,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-04-02,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-04-03,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-04-04,5,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-04-05,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-04-06,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-04-07,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-04-08,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-04-09,0,a
a4a042cf4fd6bfb47701cbc8a1653ada,2015-04-10,0,a
d64a340bcb633f536d56e51874281454,2015-03-09,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-10,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-11,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-12,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-13,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-14,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-15,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-16,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-17,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-18,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-19,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-20,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-21,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-22,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-23,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-24,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-25,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-26,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-27,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-28,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-29,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-30,0.8,c
d64a340bcb633f536d56e51874281454,2015-03-31,0.8,c
d64a340bcb633f536d56e51874281454,2015-04-01,0.8,c
d64a340bcb633f536d56e51874281454,2015-04-02,0.8,c
d64a340bcb633f536d56e51874281454,2015-04-03,0.8,c
d64a340bcb633f536d56e51874281454,2015-04-04,0.8,c
d64a340bcb633f536d56e51874281454,2015-04-05,0.8,c
d64a340bcb633f536d56e51874281454,2015-04-06,0.8,c
d64a340bcb633f536d56e51874281454,2015-04-07,0.8,c
d64a340bcb633f536d56e51874281454,2015-04-08,0.8,c
d64a340bcb633f536d56e51874281454,2015-04-09,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-10,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-11,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-12,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-13,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-14,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-15,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-16,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-17,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-18,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-19,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-20,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-21,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-22,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-23,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-24,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-25,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-26,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-27,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-28,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-29,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-30,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-03-31,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-04-01,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-04-02,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-04-03,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-04-04,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-04-05,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-04-06,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-04-07,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-04-08,0.8,c
6da9003b743b65f4c0ccd295cc484e57,2015-04-09,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-05,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-06,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-07,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-08,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-09,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-10,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-11,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-12,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-13,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-14,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-15,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-16,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-17,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-18,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-19,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-20,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-21,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-22,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-23,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-24,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-25,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-26,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-27,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-28,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-29,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-30,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-03-31,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-04-01,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-04-02,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-04-03,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-04-04,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-04-05,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-04-06,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-04-07,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-04-08,0.8,c
acc3e0404646c57502b480dc052c4fe1,2015-04-09,0.8,c
13fe9d84310e77f13a6d184dbf1232f3,2015-03-06,0.8,c
13fe9d84310e77f13a6d184dbf1232f3,2015-03-07,0.8,c
13fe9d84310e77f13a6d184dbf1232f3,2015-03-08,0.8,c
13fe9d84310e77f13a6d184dbf1232f3,2015-03-09,0.8,c
3d8e28caf901313a554cebc7d32e67e5,2015-03-10,5,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-11,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-12,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-13,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-14,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-15,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-16,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-17,5,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-18,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-19,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-20,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-21,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-22,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-23,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-24,5,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-25,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-26,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-27,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-28,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-29,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-30,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-03-31,5,a
3d8e28caf901313a554cebc7d32e67e5,2015-04-01,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-04-02,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-04-03,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-04-04,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-04-05,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-04-06,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-04-07,5,a
3d8e28caf901313a554cebc7d32e67e5,2015-04-08,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-04-09,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-04-10,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-04-11,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-04-12,0,a
3d8e28caf901313a554cebc7d32e67e5,2015-04-13,0,a
2823f4797102ce1a1aec05359cc16dd9,2015-03-07,5,a
2823f4797102ce1a1aec05359cc16dd9,2015-03-08,0,a
2823f4797102ce1a1aec05359cc16dd9,2015-03-09,0,a
2823f4797102ce1a1aec05359cc16dd9,2015-03-10,0,a
2823f4797102ce1a1aec05359cc16dd9,2015-03-11,0,a
2823f4797102ce1a1aec05359cc16dd9,2015-03-12,0,a
2823f4797102ce1a1aec05359cc16dd9,2015-03-13,0,a
8dd48d6a2e2cad213179a3992c0be53c,2015-03-05,5,a
8dd48d6a2e2cad213179a3992c0be53c,2015-03-06,0,a
8dd48d6a2e2cad213179a3992c0be53c,2015-03-07,0,a
8dd48d6a2e2cad213179a3992c0be53c,2015-03-08,0,a
8dd48d6a2e2cad213179a3992c0be53c,2015-03-09,0,a
8dd48d6a2e2cad213179a3992c0be53c,2015-03-10,0,a
8dd48d6a2e2cad213179a3992c0be53c,2015-03-11,0,a
02522a2b2726fb0a03bb19f2d8d9524d,2015-03-05,0.8,c
02522a2b2726fb0a03bb19f2d8d9524d,2015-03-06,0.8,c
02522a2b2726fb0a03bb19f2d8d9524d,2015-03-07,0.8,c
02522a2b2726fb0a03bb19f2d8d9524d,2015-03-08,0.8,c
02522a2b2726fb0a03bb19f2d8d9524d,2015-03-09,0.8,c
ab88b15733f543179858600245108dd8,2015-03-08,0.8,c
ab88b15733f543179858600245108dd8,2015-03-09,0.8,c
ab88b15733f543179858600245108dd8,2015-03-10,0.8,c
ab88b15733f543179858600245108dd8,2015-03-11,0.8,c
ab88b15733f543179858600245108dd8,2015-03-12,0.8,c
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-06,5,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-07,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-08,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-09,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-10,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-11,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-12,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-13,5,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-14,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-15,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-16,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-17,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-18,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-19,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-20,5,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-21,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-22,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-23,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-24,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-25,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-26,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-27,5,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-28,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-29,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-30,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-03-31,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-04-01,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-04-02,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-04-03,5,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-04-04,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-04-05,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-04-06,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-04-07,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-04-08,0,a
d81f9c1be2e08964bf9f24b15f0e4900,2015-04-09,0,a
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-05,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-06,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-07,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-08,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-09,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-10,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-11,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-12,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-13,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-14,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-15,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-16,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-17,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-18,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-19,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-20,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-21,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-22,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-23,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-24,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-25,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-26,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-27,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-28,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-29,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-30,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-03-31,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-04-01,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-04-02,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-04-03,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-04-04,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-04-05,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-04-06,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-04-07,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-04-08,0.8,c
7eabe3a1649ffa2b3ff8c02ebfd5659f,2015-04-09,0.8,c
0d7de1aca9299fe63f3e0041f02638a3,2015-03-05,0.8,c
0d7de1aca9299fe63f3e0041f02638a3,2015-03-06,0.8,c
0d7de1aca9299fe63f3e0041f02638a3,2015-03-07,0.8,c
0d7de1aca9299fe63f3e0041f02638a3,2015-03-08,0.8,c
0d7de1aca9299fe63f3e0041f02638a3,2015-03-09,0.8,c
0d7de1aca9299fe63f3e0041f02638a3,2015-03-10,0.8,c
0d7de1aca9299fe63f3e0041f02638a3,2015-03-11,0.8,c
0d7de1aca9299fe63f3e0041f02638a3,2015-03-12,0.8,c
0d7de1aca9299fe63f3e0041f02638a3,2015-03-13,0.8,c
0d7de1aca9299fe63f3e0041f02638a3,2015-03-14,0.8,c
0d7de1aca9299fe63f3e0041f02638a3,2015-03-15,0.8,c
0d7de1aca9299fe63f3e0041f02638a3,2015-03-16,0.8,c
0d7de1aca9299fe63f3e0041f02638a3,2015-03-17,0.8,c
0d7de1aca9299fe63f3e0041f02638a3,2015-03-18,0.8,c
0d7de1aca9299fe63f3e0041f02638a3,2015-03-19,0.8,c
0d7de1aca9299fe63f3e0041f02638a3,2015-03-20,0.8,c
0d7de1aca9299fe63f3e0041f02638a3,2015-03-21,0.8,c
