event,uid,group,date
app install,0d7de1aca9299fe63f3e0041f02638a3,c,2015-03-05 12:04:39
account created,8df707a948fac1b4a0f97aa554886ec8,b,2015-03-05 12:05:36
app install,ccb0989662211f61edae2e26d58ea92f,c,2015-03-05 12:08:37
account created,0d7de1aca9299fe63f3e0041f02638a3,c,2015-03-05 12:11:39
subscribed,0d7de1aca9299fe63f3e0041f02638a3,c,2015-03-05 12:15:39
app install,c45147dee729311ef5b5c3003946c48f,c,2015-03-05 13:03:15
app install,28f0b864598a1291557bed248a998d4e,b,2015-03-05 13:06:41
account created,b0b183c207f46f0cca7dc63b2604f5cc,a,2015-03-05 13:09:56
song_played,b0b183c207f46f0cca7dc63b2604f5cc,a,2015-03-05 13:18:56
song_played,b0b183c207f46f0cca7dc63b2604f5cc,a,2015-03-05 13:25:56
app install,0266e33d3f546cb5436a10798e657d97,c,2015-03-05 14:00:06
account created,0266e33d3f546cb5436a10798e657d97,c,2015-03-05 14:06:06
song_played,0266e33d3f546cb5436a10798e657d97,c,2015-03-05 14:16:06
song_played,0266e33d3f546cb5436a10798e657d97,c,2015-03-05 14:19:06
subscribed,735b90b4568125ed6c3f678819b6e058,b,2015-03-05 14:20:05
minigame_played,0266e33d3f546cb5436a10798e657d97,c,2015-03-05 14:25:06
song_played,735b90b4568125ed6c3f678819b6e058,b,2015-03-05 14:27:05
unsubscribed,735b90b4568125ed6c3f678819b6e058,b,2015-03-05 14:32:05
song_played,0266e33d3f546cb5436a10798e657d97,c,2015-03-05 14:32:06
song_played,735b90b4568125ed6c3f678819b6e058,b,2015-03-05 14:42:05
app install,d395771085aab05244a4fb8fd91bf4ee,a,2015-03-05 15:05:21
account created,b7b16ecf8ca53723593894116071700c,c,2015-03-05 15:06:37
account created,d395771085aab05244a4fb8fd91bf4ee,a,2015-03-05 15:08:21
app install,05f971b5ec196b8c65b75d2ef8267331,a,2015-03-05 16:03:15
app install,0f840be9b8db4d3fbd5ba2ce59211f55,c,2015-03-05 16:03:40
minigame_played,605ff764c617d3cd28dbbdd72be8f9a2,b,2015-03-05 16:16:05
song_played,605ff764c617d3cd28dbbdd72be8f9a2,b,2015-03-05 16:26:05
minigame_played,70c639df5e30bdee440e4cdf599fec2b,a,2015-03-05 16:35:02
app install,087408522c31eeb1f982bc0eaf81d35f,a,2015-03-05 17:08:00
account created,1728efbda81692282ba642aafd57be3a,a,2015-03-05 17:10:58
account created,087408522c31eeb1f982bc0eaf81d35f,a,2015-03-05 17:15:00
minigame_played,1728efbda81692282ba642aafd57be3a,a,2015-03-05 17:20:58
app install,d56b9fc4b0f1be8871f5e1c40c0067e7,c,2015-03-05 18:00:32
app install,32b30a250abd6331e03a2a1f16466346,c,2015-03-05 18:06:15
app install,210f760a89db30aa72ca258a3483cc7f,b,2015-03-05 18:09:14
account created,d56b9fc4b0f1be8871f5e1c40c0067e7,c,2015-03-05 18:10:32
account created,32b30a250abd6331e03a2a1f16466346,c,2015-03-05 18:14:15
minigame_played,d56b9fc4b0f1be8871f5e1c40c0067e7,c,2015-03-05 18:15:32
song_played,d56b9fc4b0f1be8871f5e1c40c0067e7,c,2015-03-05 18:19:32
minigame_played,32b30a250abd6331e03a2a1f16466346,c,2015-03-05 18:20:15
subscribed,d56b9fc4b0f1be8871f5e1c40c0067e7,c,2015-03-05 18:22:32
song_played,32b30a250abd6331e03a2a1f16466346,c,2015-03-05 18:25:15
song_played,d56b9fc4b0f1be8871f5e1c40c0067e7,c,2015-03-05 18:25:32
song_played,32b30a250abd6331e03a2a1f16466346,c,2015-03-05 18:28:15
minigame_played,d56b9fc4b0f1be8871f5e1c40c0067e7,c,2015-03-05 18:30:32
app install,8e98d81f8217304975ccb23337bb5761,b,2015-03-05 19:00:27
app install,1ff1de774005f8da13f42943881c655f,a,2015-03-05 19:00:52
account created,8e98d81f8217304975ccb23337bb5761,b,2015-03-05 19:03:27
subscribed,8e98d81f8217304975ccb23337bb5761,b,2015-03-05 19:07:27
account created,c8fbbc86abe8bd6a5eb6a3b4d0411301,a,2015-03-05 19:08:54
song_played,8eefcfdf5990e441f0fb6f3fad709e21,c,2015-03-05 19:17:07
minigame_played,8eefcfdf5990e441f0fb6f3fad709e21,c,2015-03-05 19:21:07
minigame_played,8eefcfdf5990e441f0fb6f3fad709e21,c,2015-03-05 19:25:07
app install,07563a3fe3bbe7e3ba84431ad9d055af,c,2015-03-05 20:00:04
app install,c86a7ee3d8ef0b551ed58e354a836f2b,c,2015-03-05 20:04:22
account created,07563a3fe3bbe7e3ba84431ad9d055af,c,2015-03-05 20:06:04
app install,02a32ad2669e6fe298e607fe7cc0e1a0,b,2015-03-05 20:07:31
app install,9766527f2b5d3e95d4a733fcfb77bd7e,a,2015-03-05 20:07:55
account created,c86a7ee3d8ef0b551ed58e354a836f2b,c,2015-03-05 20:09:22
app install,92262bf907af914b95a0fc33c3f33bf6,c,2015-03-05 20:10:20
account created,02a32ad2669e6fe298e607fe7cc0e1a0,b,2015-03-05 20:12:31
account created,9766527f2b5d3e95d4a733fcfb77bd7e,a,2015-03-05 20:12:55
song_played,02a32ad2669e6fe298e607fe7cc0e1a0,b,2015-03-05 20:18:31
song_played,02a32ad2669e6fe298e607fe7cc0e1a0,b,2015-03-05 20:24:31
app install,b7bb35b9c6ca2aee2df08cf09d7016c2,b,2015-03-05 21:00:42
app install,d2ddea18f00665ce8623e36bd4e3c7c5,b,2015-03-05 21:04:24
app install,7f6ffaa6bb0b408017b62254211691b5,b,2015-03-05 21:05:28
account created,b7bb35b9c6ca2aee2df08cf09d7016c2,b,2015-03-05 21:05:42
account created,d2ddea18f00665ce8623e36bd4e3c7c5,b,2015-03-05 21:09:24
account created,7f6ffaa6bb0b408017b62254211691b5,b,2015-03-05 21:09:28
subscribed,7f6ffaa6bb0b408017b62254211691b5,b,2015-03-05 21:12:28
song_played,b7bb35b9c6ca2aee2df08cf09d7016c2,b,2015-03-05 21:12:42
song_played,b7bb35b9c6ca2aee2df08cf09d7016c2,b,2015-03-05 21:15:42
song_played,b7bb35b9c6ca2aee2df08cf09d7016c2,b,2015-03-05 21:22:42
minigame_played,b7bb35b9c6ca2aee2df08cf09d7016c2,b,2015-03-05 21:32:42
song_played,b7bb35b9c6ca2aee2df08cf09d7016c2,b,2015-03-05 21:41:42
subscribed,b7bb35b9c6ca2aee2df08cf09d7016c2,b,2015-03-05 21:44:42
app install,c06d06da9666a219db15cf575aff2824,a,2015-03-05 22:03:04
app install,63538fe6ef330c13a05a3ed7e599d5f7,a,2015-03-05 22:03:19
account created,63538fe6ef330c13a05a3ed7e599d5f7,a,2015-03-05 22:06:19
app install,f0adc8838f4bdedde4ec2cfad0515589,c,2015-03-05 22:10:53
song_played,63538fe6ef330c13a05a3ed7e599d5f7,a,2015-03-05 22:12:19
song_played,d67d8ab4f4c10bf22aa353e27879133c,a,2015-03-05 22:13:22
song_played,d67d8ab4f4c10bf22aa353e27879133c,a,2015-03-05 22:16:22
minigame_played,d67d8ab4f4c10bf22aa353e27879133c,a,2015-03-05 22:19:22
minigame_played,a8849b052492b5106526b2331e526138,c,2015-03-05 22:21:47
minigame_played,d67d8ab4f4c10bf22aa353e27879133c,a,2015-03-05 22:26:22
app install,357a6fdf7642bf815a88822c447d9dc4,b,2015-03-05 23:03:44
account created,357a6fdf7642bf815a88822c447d9dc4,b,2015-03-05 23:07:44
app install,76dc611d6ebaafc66cc0879c71b5db5c,c,2015-03-05 23:07:56
minigame_played,8d6dc35e506fc23349dd10ee68dabb64,b,2015-03-05 23:12:52
account created,76dc611d6ebaafc66cc0879c71b5db5c,c,2015-03-05 23:15:56
subscribed,357a6fdf7642bf815a88822c447d9dc4,b,2015-03-05 23:17:44
song_played,8d6dc35e506fc23349dd10ee68dabb64,b,2015-03-05 23:17:52
song_played,8d6dc35e506fc23349dd10ee68dabb64,b,2015-03-05 23:22:52
song_played,76dc611d6ebaafc66cc0879c71b5db5c,c,2015-03-05 23:22:56
minigame_played,76dc611d6ebaafc66cc0879c71b5db5c,c,2015-03-05 23:27:56
minigame_played,76dc611d6ebaafc66cc0879c71b5db5c,c,2015-03-05 23:30:56
app install,38af86134b65d0f10fe33d30dd76442e,c,2015-03-06 00:03:23
app install,26657d5ff9020d2abefe558796b99584,a,2015-03-06 00:03:32
account created,1fc214004c9481e4c8073e85323bfd4b,a,2015-03-06 00:06:55
account created,46922a0880a8f11f8f69cbb52b1396be,a,2015-03-06 00:09:10
minigame_played,1fc214004c9481e4c8073e85323bfd4b,a,2015-03-06 00:12:55
account created,38af86134b65d0f10fe33d30dd76442e,c,2015-03-06 00:13:23
minigame_played,46922a0880a8f11f8f69cbb52b1396be,a,2015-03-06 00:17:10
song_played,38af86134b65d0f10fe33d30dd76442e,c,2015-03-06 00:17:23
subscribed,1fc214004c9481e4c8073e85323bfd4b,a,2015-03-06 00:21:55
app install,0336dcbab05b9d5ad24f4333c7658a0e,a,2015-03-06 01:00:27
app install,98f13708210194c475687be6106a3b84,c,2015-03-06 01:03:01
app install,9778d5d219c5080b9a6a17bef029331c,b,2015-03-06 01:07:29
account created,98f13708210194c475687be6106a3b84,c,2015-03-06 01:08:01
app install,dd458505749b2941217ddd59394240e8,b,2015-03-06 01:09:18
minigame_played,a4a042cf4fd6bfb47701cbc8a1653ada,a,2015-03-06 01:11:25
song_played,98f13708210194c475687be6106a3b84,c,2015-03-06 01:13:01
account created,dd458505749b2941217ddd59394240e8,b,2015-03-06 01:13:18
account created,9778d5d219c5080b9a6a17bef029331c,b,2015-03-06 01:15:29
song_played,98f13708210194c475687be6106a3b84,c,2015-03-06 01:21:01
app install,eecca5b6365d9607ee5a9d336962c534,c,2015-03-06 02:08:03
song_played,fc49306d97602c8ed1be1dfbf0835ead,c,2015-03-06 02:15:50
account created,eecca5b6365d9607ee5a9d336962c534,c,2015-03-06 02:16:03
song_played,fc49306d97602c8ed1be1dfbf0835ead,c,2015-03-06 02:19:50
minigame_played,eecca5b6365d9607ee5a9d336962c534,c,2015-03-06 02:20:03
song_played,82161242827b703e6acf9c726942a1e4,b,2015-03-06 02:28:53
song_played,82161242827b703e6acf9c726942a1e4,b,2015-03-06 02:37:53
minigame_played,82161242827b703e6acf9c726942a1e4,b,2015-03-06 02:42:53
song_played,82161242827b703e6acf9c726942a1e4,b,2015-03-06 02:52:53
app install,afd4836712c5e77550897e25711e1d96,a,2015-03-06 03:00:43
song_played,82161242827b703e6acf9c726942a1e4,b,2015-03-06 03:00:53
app install,a64c94baaf368e1840a1324e839230de,b,2015-03-06 03:03:12
account created,afd4836712c5e77550897e25711e1d96,a,2015-03-06 03:03:43
account created,d645920e395fedad7bbbed0eca3fe2e0,b,2015-03-06 03:10:06
song_played,afd4836712c5e77550897e25711e1d96,a,2015-03-06 03:11:43
account created,a64c94baaf368e1840a1324e839230de,b,2015-03-06 03:12:12
song_played,d645920e395fedad7bbbed0eca3fe2e0,b,2015-03-06 03:14:06
song_played,afd4836712c5e77550897e25711e1d96,a,2015-03-06 03:17:43
song_played,d645920e395fedad7bbbed0eca3fe2e0,b,2015-03-06 03:22:06
minigame_played,d645920e395fedad7bbbed0eca3fe2e0,b,2015-03-06 03:27:06
app install,55a7cf9c71f1c9c495413f934dd1a158,a,2015-03-06 04:04:42
app install,da8ce53cf0240070ce6c69c48cd588ee,b,2015-03-06 04:05:08
app install,53c3bce66e43be4f209556518c2fcb54,c,2015-03-06 04:06:43
account created,3c7781a36bcd6cf08c11a970fbe0e2a6,b,2015-03-06 04:07:35
app install,3ad7c2ebb96fcba7cda0cf54a2e802f5,b,2015-03-06 04:08:18
account created,55a7cf9c71f1c9c495413f934dd1a158,a,2015-03-06 04:11:42
account created,53c3bce66e43be4f209556518c2fcb54,c,2015-03-06 04:12:43
account created,da8ce53cf0240070ce6c69c48cd588ee,b,2015-03-06 04:14:08
subscribed,3c7781a36bcd6cf08c11a970fbe0e2a6,b,2015-03-06 04:16:35
song_played,55a7cf9c71f1c9c495413f934dd1a158,a,2015-03-06 04:16:42
song_played,53c3bce66e43be4f209556518c2fcb54,c,2015-03-06 04:22:43
song_played,4c5bde74a8f110656874902f07378009,c,2015-03-06 04:26:43
minigame_played,4c5bde74a8f110656874902f07378009,c,2015-03-06 04:29:43
minigame_played,4c5bde74a8f110656874902f07378009,c,2015-03-06 04:33:43
app install,55743cc0393b1cb4b8b37d09ae48d097,a,2015-03-06 05:05:17
app install,e995f98d56967d946471af29d7bf99f1,c,2015-03-06 05:07:39
app install,f899139df5e1059396431415e770c6dd,b,2015-03-06 05:08:39
app install,6364d3f0f495b6ab9dcf8d3b5c6e0b01,c,2015-03-06 05:08:57
app install,22ac3c5a5bf0b520d281c122d1490650,a,2015-03-06 05:09:50
account created,55743cc0393b1cb4b8b37d09ae48d097,a,2015-03-06 05:10:17
subscribed,13fe9d84310e77f13a6d184dbf1232f3,c,2015-03-06 05:10:52
account created,e995f98d56967d946471af29d7bf99f1,c,2015-03-06 05:12:39
minigame_played,e995f98d56967d946471af29d7bf99f1,c,2015-03-06 05:15:39
account created,22ac3c5a5bf0b520d281c122d1490650,a,2015-03-06 05:16:50
account created,6364d3f0f495b6ab9dcf8d3b5c6e0b01,c,2015-03-06 05:16:57
minigame_played,55743cc0393b1cb4b8b37d09ae48d097,a,2015-03-06 05:18:17
subscribed,22ac3c5a5bf0b520d281c122d1490650,a,2015-03-06 05:20:50
song_played,6364d3f0f495b6ab9dcf8d3b5c6e0b01,c,2015-03-06 05:20:57
minigame_played,e995f98d56967d946471af29d7bf99f1,c,2015-03-06 05:24:39
song_played,22ac3c5a5bf0b520d281c122d1490650,a,2015-03-06 05:25:50
minigame_played,8dd48d6a2e2cad213179a3992c0be53c,a,2015-03-06 05:28:11
app install,81448138f5f163ccdba4acc69819f280,a,2015-03-06 06:08:43
account created,81448138f5f163ccdba4acc69819f280,a,2015-03-06 06:16:43
app install,b86e8d03fe992d1b0e19656875ee557c,c,2015-03-06 07:05:10
account created,298f95e1bf9136124592c8d4825a06fc,b,2015-03-06 07:09:34
song_played,298f95e1bf9136124592c8d4825a06fc,b,2015-03-06 07:15:34
account created,ab88b15733f543179858600245108dd8,c,2015-03-06 08:09:21
minigame_played,ab88b15733f543179858600245108dd8,c,2015-03-06 08:12:21
app install,1c9ac0159c94d8d0cbedc973445af2da,a,2015-03-06 09:00:18
app install,26408ffa703a72e8ac0117e74ad46f33,c,2015-03-06 09:00:50
app install,b3e3e393c77e35a4a3f3cbd1e429b5dc,a,2015-03-06 09:05:28
song_played,b53b3a3d6ab90ce0268229151c9bde11,b,2015-03-06 09:09:46
song_played,b53b3a3d6ab90ce0268229151c9bde11,b,2015-03-06 09:15:46
song_played,88ae6372cfdc5df69a976e893f4d554b,c,2015-03-06 09:17:30
app install,1efa39bcaec6f3900149160693694536,b,2015-03-06 11:00:02
app install,0f96613235062963ccde717b18f97592,a,2015-03-06 11:00:30
account created,0f96613235062963ccde717b18f97592,a,2015-03-06 11:03:30
song_played,d81f9c1be2e08964bf9f24b15f0e4900,a,2015-03-06 11:04:07
account created,1efa39bcaec6f3900149160693694536,b,2015-03-06 11:05:02
account created,c3e878e27f52e2a57ace4d9a76fd9acf,c,2015-03-06 11:06:30
app install,428fca9bc1921c25c5121f9da7815cde,b,2015-03-06 11:06:44
app install,9b698eb3105bd82528f23d0c92dedfc0,b,2015-03-06 11:07:10
account created,7fa732b517cbed14a48843d74526c11a,b,2015-03-06 11:07:41
account created,6bc24fc1ab650b25b4114e93a98f1eba,b,2015-03-06 11:08:19
song_played,1efa39bcaec6f3900149160693694536,b,2015-03-06 11:11:02
subscribed,d81f9c1be2e08964bf9f24b15f0e4900,a,2015-03-06 11:13:07
subscribed,6bc24fc1ab650b25b4114e93a98f1eba,b,2015-03-06 11:14:19
song_played,7eabe3a1649ffa2b3ff8c02ebfd5659f,c,2015-03-06 11:18:22
minigame_played,6bc24fc1ab650b25b4114e93a98f1eba,b,2015-03-06 11:23:19
song_played,7eabe3a1649ffa2b3ff8c02ebfd5659f,c,2015-03-06 11:28:22
minigame_played,6bc24fc1ab650b25b4114e93a98f1eba,b,2015-03-06 11:30:19
